question,class1,class2,wh,headWord,synomums1,synomums2,synomums3,AllCaps,AllLowerCase,AllDigits,AllLetters,others,Location,Person,Organization,Money,Percent,Date,Time,DURATION,MISC,NUMBER,SET,ORDINAL,db
What is the best day trip from WDW Resort ?,TTD,TTDTRI,what,trip,trip,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,1,0,0,0,0,
How many nights do you recommend to stay in FL?,ACM,ACMOTH,how,fl,Florida,Sunshine_State,Everglade_State,true,true,false,false,flase,0,0,0,0,0,0,1,0,0,0,0,0,
What is the best disney parks for kids?,TTD,TTDSIG,what,park,park,parkland,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Will kids our kids age enjoy Miami/the Everglades?,TTD,TTDOTH,other,Everglades,Everglades,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Am I making a big mistake by not including more Disney Parks ?,TGU,TGUOTH,other,I,none,none,none,true,true,false,false,flase,0,0,2,0,0,0,0,0,0,0,0,0,
What time at Saana to see the animals?,TTD,TTDSIG,what,animal,animal,animate_being,beast,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q mountain naturalPlace wgs mountain place place location geologicalFormation mountain naturalElevation object physicalEntity yagoGeoEntity yagoPermanentlyLocatedEntity wikicatMountainsOfFinland
What animals we can see in Saana ?,TTD,TTDSIG,what,Saana,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,   q mountain naturalPlace wgs mountain place place location geologicalFormation mountain naturalElevation object physicalEntity yagoGeoEntity yagoPermanentlyLocatedEntity wikicatMountainsOfFinland
Please can someone tell me if the animals are visible on the savannah during evening dining at Saana?,TTD,TTDSIG,other,please,please,delight,none,true,true,false,false,flase,1,0,0,0,0,0,1,0,0,0,0,0,   q mountain naturalPlace wgs mountain place place location geologicalFormation mountain naturalElevation object physicalEntity yagoGeoEntity yagoPermanentlyLocatedEntity wikicatMountainsOfFinland
What is the different between Park to Park pass and Express Pass ?,TGU,TGUATT,what,different,different,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
what are the historical places I can find in New England,TTD,TTDSIG,what,place,topographic_point,place,spot,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
What is Disney's PhotoPass?,TTD,TTDSIG,what,PhotoPass,none,none,none,true,true,false,false,flase,0,0,1,0,0,0,0,0,0,0,0,0,
Will there be things to do along the way and once we're in New England,TTD,TTGOTH,other,thing,thing,none,none,true,true,false,false,flase,2,0,0,0,0,1,0,0,0,0,0,0,
where can I have an authentic meal new New England ?,FOD,FODAUT,where,I,none,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
What would people suggest to do in december at the Yosemite park?,TTD,TTDOTH,what,people,people,none,none,true,true,false,false,flase,1,0,0,0,0,1,0,0,0,0,0,0,
Should we visit Yosemite or Yellowstone?,TGU,TGUATT,other,we,none,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
What are the wild animals we can see in Yosemite?,TTD,TTDSIG,what,animal,animal,animate_being,beast,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
What are the difference between Yosemite and Yellowstone?,TGU,TGUATT,what,difference,difference,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
What is the best campground in the Yosemite valley?,TTD,TTDSPO,what,campground,campsite,campground,camping_site,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Could someone please help me with a few romantic things to do in houston?,TTD,TTDOTH,other,thing,thing,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Any ideas on where to visit on a driving tour in the Christmas eve?,TTD,TTDOTH,where,idea,idea,thought,none,true,true,false,false,flase,0,0,0,0,0,2,0,0,0,0,0,0,
Where could we go to do some trick or treating with our son ?,TTD,TTDOTH,where,son,son,boy,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What are place we can visit on the way to New Orleans from Houston?,TTD,TTDSIG,what,place,topographic_point,place,spot,true,true,false,false,flase,3,0,0,0,0,0,0,0,0,0,0,0,   q q city populatedPlace settlement wgs city place place location city populatedPlace village location abstraction administrativeDistrict area capital center city countySeat district educationalInstitution geographicalArea gradeSchool group institution location municipality object organization physicalEntity preparatorySchool privateSchool region school seat secondarySchool site socialGroup tract urbanArea yagoGeoEntity yagoLegalActor yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCapitalsOfFormerNations wikicatCitiesInFortBendCounty wikicatCitiesInHarrisCounty wikicatCitiesInMontgomeryCounty wikicatCitiesInTexas wikicatCountySeatsInTexas wikicatPopulatedCoastalPlacesInTexas wikicatPopulatedPlacesEstablishedIn wikicatPopulatedPlacesInTheUnitedStatesWithHispanicPluralityPopulations wikicatPortCities wikicatPortCitiesAndTownsOfTheUnitedStatesGulfCoast wikicatPreparatorySchoolsInTexas wikicatPrivateElementarySchoolsInTexas wikicatPrivateMiddleSchoolsInTexas wikicatPrivateSchoolsInHouston
Is there any rodeos that we can see in huston ?,TTD,TTDOTH,other,rodeo,rodeo,none,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Where can we get the texas experience in houston?,TTD,TTDOTH,where,houston,Houston,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Any suggestions for fun things to do with family in River Walk?,TTD,TTDOTH,other,walk,walk,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
What are the things to do for kids in River walk?,TTD,TTDOTH,what,thing,thing,none,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,  
Do any of you know of any Indian reservations we can stop and visit along the way from texas to Fullerton Ca?,TTD,TTDSIG,other,do,make,do,none,true,true,false,false,flase,0,0,2,0,0,0,0,0,1,0,0,0, movie
Are there any recommendations for a mom & son type friendly place to go on fishing?,TTD,TTDSPO,other,mom,ma,mama,mamma,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What to see/do along the way from Dallas to Fredericksburg ?,TTD,TTDSIG,what,see/do,none,none,none,true,true,false,false,flase,2,0,0,0,0,0,0,0,0,0,0,0,
Looking for things our family can do in Fredericksburg ?,TTD,TTDOTH,other,do,make,do,none,true,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
where is the best spa in galveston?,TTD,TTDSPA,where,spa,watering_place,watering_hole,spa,false,true,false,false,flase,1,0,0,0,0,0,0,0,0,0,0,0,
What is the weather like in July in Brazil ?,WTH,WTHOTH,what,weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,1,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInSouthAmerica wikicatFederalCountries wikicatLatinAmericanCountries wikicatMemberStatesOfMercosur wikicatMemberStatesOfTheCommunityOfPortugueseLanguageCountries wikicatMemberStatesOfTheUnionOfSouthAmericanNations wikicatMemberStatesOfTheUnitedNations wikicatPortuguese wikicatRomanceCountriesAndTerritories wikicatStatesAndTerritoriesEstablishedIn
How is the weather in in Córdoba in Christmas Season ?,WTH,WTHOTH,how,weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,1,0,0,0,0,1,0,0,0,0,0,0,   dUL q holiday abstraction act activity calendarDay day event festival fundamentalQuantity holiday legalHoliday leisure look measure observation psychologicalFeature sensing sensoryActivity timeOff timePeriod vacation yagoPermanentlyLocatedEntity wikicatChristianFestivalsAndHolyDays wikicatDecemberObservances wikicatHolidays wikicatPublicHolidaysInRussia wikicatPublicHolidaysInUkraine
In what part of the year does lakes get frozen in Patagonia ?,WTH,WTHSNW,what,lake,lake,none,none,true,true,false,false,flase,1,0,0,0,0,2,0,0,0,0,0,0,   wgs abstraction biome community desert geographicalArea group location object physicalEntity region region tract yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatDesertsOfArgentina wikicatDesertsOfChile wikicatRegions wikicatRegionsOfArgentina wikicatRegionsOfSouthAmerica
How would be the Weather of Argentina in the mid january ?,WTH,WTHOTH,how,weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,1,0,0,0,0,3,0,0,0,0,0,0,   q q country populatedPlace wgs country place place location country populatedPlace location administrativeDistrict country district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatCountries wikicatCountriesInSouthAmerica wikicatFederalCountries wikicatMemberStatesOfMercosur wikicatMemberStatesOfTheUnionOfSouthAmericanNations wikicatMemberStatesOfTheUnitedNations wikicatSpanish wikicatStatesAndTerritoriesEstablishedIn
How will be the weather in September ?,WTH,WTHOTH,how,weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
How is the weather this time of the year?,WTH,WTHOTH,how,weather,weather,weather_condition,atmospheric_condition,false,true,false,false,flase,0,0,0,0,0,2,0,0,0,0,0,0,
Is the dust in February so bad that I need to stay high up?,WTH,WTHDRC,other,bad,bad,none,none,true,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
How's the weather in this month?,WTH,WTHOTH,how,'s,,,,false,true,false,false,flase,0,0,0,0,0,2,0,0,0,0,0,0,
what to expect as far as rain and temperature (cool nights?) during that time?,WTH,WTHDRC,what,expect,expect,anticipate,none,false,true,false,false,flase,0,0,0,0,0,0,1,0,0,0,0,0,
How is Arizona in winter ?,WTH,WTHOTH,how,Arizona,Arizona,Grand_Canyon_State,AZ,true,true,false,false,flase,1,0,0,0,0,1,0,0,0,0,0,0,   q q administrativeRegion populatedPlace region wgs administrativeArea place place location jurisdiction populatedPlace abstraction administrativeDistrict communication district location object physicalEntity region signal symbol yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatStatesAndTerritoriesEstablishedIn wikicatStatesOfTheUnitedStates wikicatSymbolsOfArizona wikicatWesternUnitedStates
What is the weather like?,WTH,WTHOTH,what,weather,weather,weather_condition,atmospheric_condition,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
When the weather is the best for light hiking and rafting ?,WTH,WTHOTH,when,best,best,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Would 10 am be too chilly in sedona?,WTH,WTHDRC,other,sedona,none,none,none,false,true,true,true,flase,0,0,0,0,0,0,2,0,0,0,0,0,
How is the Weather in early March?,WTH,WTHOTH,how,Weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,0,0,0,0,0,3,0,0,0,0,0,0,
How is the weather of Sedona in April?,WTH,WTHOTH,how,weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,1,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
What is the temperature that time of month ?,WTH,WTHOTH,what,temperature,temperature,none,none,false,true,false,false,flase,0,0,0,0,0,0,0,1,0,0,0,0,
What is the Weather like in November ?,WTH,WTHOTH,what,Weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
Is it still hot in November ?,WTH,WTHOTH,other,hot,hot,none,none,true,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
Is the weather generally warm enough for swimming in a private unheated pool in mid-March?,WTH,WTHOTH,other,enough,enough,plenty,none,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
What kind of weather can we expect?,WTH,WTHOTH,what,weather,weather,weather_condition,atmospheric_condition,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
We are wondering what is the weather typically like this time of year?,WTH,WTHOTH,what,wonder,wonder,inquire,enquire,false,true,false,false,flase,0,0,0,0,0,0,0,1,0,0,0,0,
Is if there any chance of seeing light beams in the first week of November?,WTH,WTHOTH,other,be,be,none,none,true,true,false,false,flase,0,0,0,0,0,5,0,0,0,0,0,0,
Is the weather unpredictable in January?,WTH,WTHTMP,other,unpredictable,unpredictable,none,none,true,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
What is the warmest area in Arizona in early Feb?,WTH,WTHTMP,what,area,area,country,none,true,true,false,false,flase,1,0,0,0,0,2,0,0,0,0,0,0,   q q administrativeRegion populatedPlace region wgs administrativeArea place place location jurisdiction populatedPlace abstraction administrativeDistrict communication district location object physicalEntity region signal symbol yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatStatesAndTerritoriesEstablishedIn wikicatStatesOfTheUnitedStates wikicatSymbolsOfArizona wikicatWesternUnitedStates
Is it cold in Arizona in March ?,WTH,WTHTMP,other,cold,cold,none,none,true,true,false,false,flase,1,0,0,0,0,2,0,0,0,0,0,0,   q q administrativeRegion populatedPlace region wgs administrativeArea place place location jurisdiction populatedPlace abstraction administrativeDistrict communication district location object physicalEntity region signal symbol yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatStatesAndTerritoriesEstablishedIn wikicatStatesOfTheUnitedStates wikicatSymbolsOfArizona wikicatWesternUnitedStates   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
How is the weather at that time?,WTH,WTHOTH,how,weather,weather,weather_condition,atmospheric_condition,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
How is the Weather in early March?,WTH,WTHOTH,how,Weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,0,0,0,0,0,3,0,0,0,0,0,0,
How chilly does it get at night?,WTH,WTHOTH,how,night,night,nighttime,dark,false,true,false,false,flase,0,0,0,0,0,0,1,0,0,0,0,0,
"What the weather ""might"" be like during December ?",WTH,WTHOTH,what,be,be,none,none,true,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
What is the weather like in December?,WTH,WTHOTH,what,weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
What kind of weather will I encounter?,WTH,WTHOTH,what,weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
Is it really cold in NM in April ?,WTH,WTHDRC,other,cold,cold,none,none,true,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
Is it generally sunny on April?,WTH,WTHOTH,other,sunny,bright,shining,shiny,true,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
Can you describe the difference in winter conditions?,WTH,WTHTMP,other,condition,condition,status,none,false,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,
Are afternoon thunderstorms still frequent in mid Sept?,WTH,WTHDRC,other,frequent,frequent,none,none,true,true,false,false,flase,0,0,0,0,0,2,1,0,0,0,0,0,
How is the weather for driving in Ruidoso during February ?,WTH,WTHOTH,how,weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,1,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
How will be the weather be alike on March?,WTH,WTHOTH,how,weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,0,0,0,0,0,2,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
What is the weather usually like during the middle of October ?,WTH,WTHOTH,what,weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,0,0,0,0,0,4,0,0,0,0,0,0,
what is the weather likely to be like in California in December?,WTH,WTHOTH,what,likely,likely,none,none,true,true,false,false,flase,1,0,0,0,0,1,0,0,0,0,0,0,   q q administrativeRegion populatedPlace region wgs administrativeArea place place location jurisdiction populatedPlace location administrativeDistrict district location object physicalEntity region yagoGeoEntity yagoLegalActorGeo yagoPermanentlyLocatedEntity wikicatStatesAndTerritoriesEstablishedIn wikicatStatesOfTheUnitedStates   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
What will be the weather in Yosemite at this time of year ?,WTH,WTHOTH,what,weather,weather,weather_condition,atmospheric_condition,true,true,false,false,flase,1,0,0,0,0,0,0,1,0,0,0,0,
Can anyone tell me what the weather is like in San Antonio in April?,WTH,WTHOTH,what,April,April,Apr,none,true,true,false,false,flase,2,0,0,0,0,1,0,0,0,0,0,0,   abstraction calendarMonth fundamentalQuantity measure timePeriod wikicatMonths
Would like to know when is the best approximate time for leaf peeping and where to see it?,WTH,WTHOTH,when,time,time,clip,none,false,true,false,false,flase,0,0,0,0,0,0,0,0,0,0,0,0,
How is the weather in october in hampton?,WTH,WTHOTH,how,weather,weather,weather_condition,atmospheric_condition,false,true,false,false,flase,0,0,0,0,0,1,0,0,0,0,0,0,
